PlantKey,PRType,ValueTime,Ratio,Area,InstEffekt,SunRad,EffectProd,Temperature,Created,LastModified,Theoretical,SimilarPlantKey
FBO0023,1,1/1/2023,96.95651341,72,13.7,180,1900,-0.925,39:51.0,41:12.0,1959.641424,NULL
FBO0023,1,1/2/2023,0,72,13.7,0,200,2.625,39:51.0,41:12.0,0,NULL
FBO0023,1,1/3/2023,87.45039496,72,13.7,650,6200,-1.441666667,39:51.0,41:12.0,7089.73356,NULL
FBO0023,1,1/4/2023,0,72,13.7,0,400,-3.6,39:51.0,41:12.0,0,NULL
FBO0023,1,1/5/2023,0,72,13.7,0,200,-2.979166667,39:51.0,41:12.0,0,NULL
FBO0023,1,1/6/2023,0,72,13.7,100,700,-4.8625,39:51.0,41:12.0,1104.22548,NULL
FBO0023,1,1/7/2023,0,72,13.7,0,500,-0.491666667,39:51.0,41:12.0,0,NULL
FBO0023,1,1/8/2023,0,72,13.7,0,200,3.391666667,39:51.0,41:12.0,0,NULL
FBO0023,1,1/9/2023,0,72,13.7,0,300,3.9,39:51.0,41:12.0,0,NULL
FBO0023,1,1/10/2023,0,72,13.7,20,400,2.9,39:51.0,41:12.0,214.719552,NULL
FBO0023,1,1/11/2023,0,72,13.7,0,200,4.383333333,39:51.0,41:12.0,0,NULL
FBO0023,1,1/12/2023,0,72,13.7,10,400,3.420833333,39:51.0,41:12.0,107.154276,NULL
FBO0023,1,1/13/2023,80.97717474,72,13.7,150,1300,3.745833333,39:51.0,41:13.0,1605.39066,NULL
FBO0023,1,1/14/2023,0,72,13.7,10,400,4.220833333,39:51.0,41:13.0,106.838628,NULL
FBO0023,1,1/15/2023,115.3040526,72,13.7,300,3700,3.904166667,39:51.0,41:13.0,3208.90716,NULL
FBO0023,1,1/16/2023,105.2600996,72,13.7,860,9700,3.420833333,39:51.0,41:13.0,9215.267736,NULL
FBO0023,1,1/17/2023,0,72,13.7,0,100,2.4,39:51.0,41:13.0,0,NULL
FBO0023,1,1/18/2023,59.70118393,72,13.7,1640,10500,3.2,39:51.0,41:13.0,17587.59091,NULL
FBO0023,1,1/19/2023,79.52268905,72,13.7,1600,13800,0.1125,39:51.0,41:13.0,17353.53792,NULL
FBO0023,1,1/20/2023,76.50071764,72,13.7,300,2500,-1.083333333,39:51.0,41:13.0,3267.9432,NULL
FBO0023,1,1/21/2023,0,72,13.7,30,600,-0.820833333,39:51.0,41:13.0,326.483604,NULL
FBO0023,1,1/22/2023,82.51757204,72,13.7,110,1000,-4.220833333,39:51.0,41:13.0,1211.863092,NULL
FBO0023,1,1/23/2023,74.69882182,72,13.7,170,1400,-4.416666667,39:51.0,41:13.0,1874.19288,NULL
FBO0023,1,1/24/2023,0,72,13.7,0,400,1.758333333,39:51.0,41:13.0,0,NULL
FBO0023,1,1/25/2023,62.78488327,72,13.7,180,1200,5.883333333,39:51.0,41:13.0,1911.288096,NULL
FBO0023,1,1/26/2023,77.24492833,72,13.7,1610,13300,3.954166667,39:51.0,41:14.0,17217.95888,NULL
FBO0023,1,1/27/2023,71.89655479,72,13.7,2500,19500,0.0375,39:51.0,41:14.0,27122.301,NULL
FBO0023,1,1/28/2023,64.93847527,72,13.7,610,4300,-0.120833333,39:51.0,41:14.0,6621.652236,NULL
FBO0023,1,1/29/2023,76.56045391,72,13.7,620,5100,2.691666667,39:51.0,41:14.0,6661.402512,NULL
FBO0023,1,1/30/2023,68.07455139,72,13.7,2240,16200,5.741666667,39:51.0,41:14.0,23797.43923,NULL
FBO0023,1,1/31/2023,77.26954756,72,13.7,2870,23900,1.854166667,39:51.0,41:14.0,30930.68454,NULL
FBO0023,1,2/1/2023,74.36038265,72,13.7,160,1300,-1.929166667,39:51.0,41:14.0,1748.242752,NULL
FBO0023,1,2/2/2023,62.2065209,72,13.7,2420,16400,-1.108333333,39:51.0,41:14.0,26363.79557,NULL
FBO0023,1,2/3/2023,73.02346428,72,13.7,1980,15900,-3.7125,39:51.0,41:14.0,21773.82319,NULL
FBO0023,1,2/4/2023,77.55595472,72,13.7,3180,26900,-1.4375,39:51.0,41:14.0,34684.63524,NULL
FBO0023,1,2/5/2023,82.69032428,72,13.7,220,2000,-3.6375,39:51.0,41:14.0,2418.662664,NULL
FBO0023,1,2/6/2023,79.54471975,72,13.7,2790,24000,0.916666667,39:51.0,41:14.0,30171.70728,NULL
FBO0023,1,2/7/2023,0,72,13.7,50,1100,1.879166667,39:51.0,41:15.0,538.81278,NULL
FBO0023,1,2/8/2023,0,72,13.7,100,1200,3.870833333,39:51.0,41:15.0,1069.76724,NULL
FBO0023,1,2/9/2023,98.21927344,72,13.7,170,1800,1.779166667,39:51.0,41:15.0,1832.634204,NULL
FBO0023,1,2/10/2023,80.109726,72,13.7,2900,24900,3.354166667,39:51.0,41:15.0,31082.3682,NULL
FBO0023,1,2/11/2023,86.24587423,72,13.7,770,7200,0.216666667,39:51.0,41:15.0,8348.225424,NULL
FBO0023,1,2/12/2023,85.70152489,72,13.7,980,9100,0.391666667,39:51.0,41:15.0,10618.24747,NULL
FBO0023,1,2/13/2023,84.54921507,72,13.7,2140,19200,6.054166667,39:51.0,41:15.0,22708.66735,NULL
FBO0023,1,2/14/2023,76.04638506,72,13.7,3320,26600,7.975,39:51.0,41:15.0,34978.65149,NULL
FBO0023,1,2/15/2023,0,72,13.7,90,1300,2.625,39:51.0,41:15.0,967.21452,NULL
FBO0023,1,2/16/2023,97.42186999,72,13.7,220,2300,3.020833333,39:51.0,41:15.0,2360.8662,NULL
FBO0023,1,2/17/2023,90.63090071,72,13.7,320,3100,4.091666667,39:51.0,41:15.0,3420.466944,NULL
FBO0023,1,2/18/2023,109.0292332,72,13.7,470,5500,2.975,39:51.0,41:15.0,5044.518648,NULL
FBO0023,1,2/19/2023,80.13691836,72,13.7,4430,38100,2.995833333,39:51.0,41:16.0,47543.63005,NULL
FBO0023,1,2/20/2023,77.36726706,72,13.7,250,2100,-0.175,39:51.0,41:16.0,2714.3262,NULL
FBO0023,1,2/21/2023,20.37866245,72,13.7,450,1000,-1.375,39:51.0,41:16.0,4907.0934,NULL
FBO0023,1,2/22/2023,77.67621522,72,13.7,1530,12900,-0.104166667,39:51.0,41:16.0,16607.4003,NULL
FBO0023,1,2/23/2023,46.10849639,72,13.7,420,2100,0.1625,39:51.0,41:16.0,4554.475128,NULL
FBO0023,1,2/24/2023,75.31685848,72,13.7,490,4000,0.3,39:51.0,41:16.0,5310.895968,NULL
FBO0023,1,2/25/2023,27.05642274,72,13.7,440,1300,-1.7625,39:51.0,41:16.0,4804.774128,NULL
FBO0023,1,2/26/2023,63.43025135,72,13.7,1770,12200,-0.408333333,39:51.0,41:16.0,19233.72482,NULL
FBO0023,1,2/27/2023,82.58052766,72,13.7,2860,25100,5.65,39:51.0,41:16.0,30394.5745,NULL
FBO0023,1,2/28/2023,83.12128503,72,13.7,3420,30100,6.641666667,39:51.0,41:16.0,36212.14469,NULL
FBO0023,1,3/1/2023,83.36633162,72,13.7,4530,39700,8.566666667,39:51.0,41:16.0,47621.14301,NULL
FBO0023,1,3/2/2023,84.89607328,72,13.7,3910,35000,7.766666667,39:51.0,41:16.0,41226.87734,NULL
FBO0023,1,3/3/2023,92.79472356,72,13.7,1820,18000,4.875,39:51.0,41:17.0,19397.65464,NULL
FBO0023,1,3/4/2023,73.66650102,72,13.7,3760,29800,2.325,39:51.0,41:17.0,40452.57965,NULL
FBO0023,1,3/5/2023,77.15891068,72,13.7,3440,28600,1.908333333,39:51.0,41:17.0,37066.36051,NULL
FBO0023,1,3/6/2023,66.57952094,72,13.7,1690,12300,-2.054166667,39:51.0,41:17.0,18474.14915,NULL
FBO0023,1,3/7/2023,85.80002746,72,13.7,1940,18200,-2.120833333,39:51.0,41:17.0,21212.11442,NULL
FBO0023,1,3/8/2023,0,,,,,,,,,NULL
FBO0023,1,3/9/2023,117.3073515,72,13.7,140,1800,-2.783333333,39:51.0,41:17.0,1534.430688,NULL
FBO0023,1,3/10/2023,50.28063122,72,13.7,1640,9000,-1.620833333,39:51.0,41:17.0,17899.53662,NULL
FBO0023,1,3/11/2023,61.80977452,72,13.7,2130,14500,-4.1375,39:51.0,41:17.0,23459.0728,NULL
FBO0023,1,3/12/2023,62.74257759,72,13.7,5310,36000,1.1375,39:51.0,41:17.0,57377.30483,NULL
FBO0023,1,3/13/2023,51.37105382,72,13.7,590,3300,-0.95,39:51.0,41:17.0,6423.851088,NULL
FBO0023,1,3/14/2023,99.3251533,72,13.7,1250,13200,5.541666667,39:51.0,41:17.0,13289.685,NULL
FBO0023,1,3/15/2023,83.20934266,72,13.7,6090,53900,5.420833333,39:51.0,41:17.0,64776.38,NULL
FBO0023,1,3/16/2023,82.29836329,72,13.7,5990,52300,6.1125,39:51.0,41:18.0,63549.25895,NULL
FBO0023,1,3/17/2023,88.24469596,72,13.7,1430,13600,1.85,39:51.0,41:18.0,15411.69115,NULL
FBO0023,1,3/18/2023,93.43233124,72,13.7,280,2800,3.7375,39:51.0,41:18.0,2996.821296,NULL
FBO0023,1,3/19/2023,76.91567119,72,13.7,930,7600,5.720833333,39:51.0,41:18.0,9880.951284,NULL
FBO0023,1,3/20/2023,66.58553371,72,13.7,830,5900,4.429166667,39:51.0,41:18.0,8860.783524,NULL
FBO0023,1,3/21/2023,82.8891887,72,13.7,3740,32800,6.841666667,39:51.0,41:18.0,39570.90245,NULL
FBO0023,1,3/22/2023,90.46110122,72,13.7,1160,11100,6.904166667,39:51.0,41:18.0,12270.46747,NULL
FBO0023,1,3/23/2023,87.09502248,72,13.7,5090,46100,11.44166667,39:51.0,41:18.0,52930.69418,NULL
FBO0023,1,3/24/2023,96.92493218,72,13.7,800,8200,6.975,39:51.0,41:18.0,8460.15552,NULL
FBO0023,1,3/25/2023,77.32332227,72,13.7,430,3600,0.583333333,39:51.0,41:18.0,4655.77512,NULL
FBO0023,1,3/26/2023,56.89652568,72,13.7,970,6000,-0.5375,39:51.0,41:18.0,10545.45937,NULL
FBO0023,1,3/27/2023,17.63241915,72,13.7,830,1600,-2.0875,39:51.0,41:18.0,9074.194452,NULL
FBO0023,1,3/28/2023,16.80244297,72,13.7,2340,4300,-2.183333333,39:51.0,41:18.0,25591.5167,NULL
FBO0023,1,3/29/2023,24.08283404,72,13.7,1400,3700,-3.133333333,39:51.0,41:19.0,15363.64032,NULL
FBO0023,1,3/30/2023,23.4575812,72,13.7,1640,4200,-1.7,39:51.0,41:19.0,17904.65933,NULL
FBO0023,1,3/31/2023,68.46742676,72,13.7,4280,31600,1.695833333,39:51.0,41:19.0,46153.33378,NULL
FBO0023,1,4/1/2023,84.03522697,72,13.7,6720,59900,6.166666667,39:51.0,41:19.0,71279.63136,NULL
FBO0023,1,4/2/2023,81.10932495,72,13.7,6560,56500,5.870833333,39:51.0,41:19.0,69659.06822,NULL
FBO0023,1,4/3/2023,82.99195758,72,13.7,6740,59200,6.766666667,39:51.0,41:19.0,71332.21306,NULL
FBO0023,1,4/4/2023,84.5883809,72,13.7,2780,25300,2.320833333,39:51.0,41:19.0,29909.54518,NULL
FBO0023,1,4/5/2023,96.81812503,72,13.7,560,5900,-0.8,39:51.0,41:19.0,6093.900288,NULL
FBO0023,1,4/6/2023,77.13013849,72,13.7,3880,31700,6.533333333,39:51.0,41:19.0,41099.3687,NULL
FBO0023,1,4/7/2023,84.70632159,72,13.7,650,5900,3.4125,39:51.0,41:19.0,6965.24166,NULL
FBO0023,1,4/8/2023,82.45190823,72,13.7,6700,56900,13.95,39:51.0,41:19.0,69009.92496,NULL
FBO0023,1,4/9/2023,80.64165082,72,13.7,4640,39100,10.15833333,39:51.0,41:19.0,48486.11059,NULL
FBO0023,1,4/10/2023,84.03396726,72,13.7,6470,56700,10.69166667,39:51.0,41:20.0,67472.71591,NULL
FBO0023,1,4/11/2023,88.47153287,72,13.7,4820,44700,9.329166667,39:51.0,41:20.0,50524.72649,NULL
FBO0023,1,4/12/2023,87.24900699,72,13.7,5560,50000,13.77083333,39:51.0,41:20.0,57307.24248,NULL
FBO0023,1,4/13/2023,80.67420756,72,13.7,960,8200,6.654166667,39:51.0,41:20.0,10164.33907,NULL
FBO0023,1,4/14/2023,88.29724208,72,13.7,860,8100,4.65,39:51.0,41:20.0,9173.559456,NULL
FBO0023,1,4/15/2023,85.61460001,72,13.7,6630,59000,11.5625,39:51.0,41:20.0,68913.4797,NULL
FBO0023,1,4/16/2023,84.0021396,72,13.7,6780,59000,12.44583333,39:51.0,41:20.0,70236.30622,NULL
FBO0023,1,4/17/2023,83.7822098,72,13.7,6780,58500,13.9875,39:51.0,41:20.0,69823.89238,NULL
FBO0023,1,4/18/2023,79.34759582,72,13.7,6720,55100,13.1,39:51.0,41:20.0,69441.29741,NULL
FBO0023,1,4/19/2023,83.96496877,72,13.7,6920,59800,14.15416667,39:51.0,41:20.0,71220.17774,NULL
FBO0023,1,4/20/2023,84.84044088,72,13.7,6110,52900,16.35833333,39:51.0,41:20.0,62352.33982,NULL
FBO0023,1,4/21/2023,77.39417222,72,13.7,6330,49600,18.4,39:51.0,41:20.0,64087.51277,NULL
FBO0023,1,4/22/2023,82.64157197,72,13.7,6760,56400,19.12916667,39:51.0,41:20.0,68246.5237,NULL
FBO0023,1,4/23/2023,83.60026471,72,13.7,5290,45400,14.81666667,39:51.0,41:21.0,54306.04814,NULL
FBO0023,1,4/24/2023,87.52479205,72,13.7,710,6600,5.820833333,39:51.0,41:21.0,7540.720572,NULL
FBO0023,1,4/25/2023,91.73731238,72,13.7,1240,12000,7.6375,39:51.0,41:21.0,13080.82795,NULL
FBO0023,1,4/26/2023,71.72941806,72,13.7,4350,32600,10.2,39:51.0,41:21.0,45448.57728,NULL
FBO0023,1,4/27/2023,73.82319598,72,13.7,4840,37600,8.291666667,39:51.0,41:21.0,50932.50096,NULL
FBO0023,1,4/28/2023,83.78934047,72,13.7,4400,38700,8.954166667,39:51.0,41:21.0,46187.25936,NULL
FBO0023,1,4/29/2023,82.63961389,72,13.7,2350,20500,7.4625,39:51.0,41:21.0,24806.50506,NULL
FBO0023,1,4/30/2023,94.59791345,72,13.7,4860,48000,10.3875,39:51.0,41:21.0,50741.07689,NULL
FBO0023,1,5/1/2023,87.32191703,72,13.7,2140,19700,7.8125,39:51.0,41:21.0,22560.201,NULL
FBO0023,1,5/2/2023,66.07229336,72,13.7,4960,34200,10.50833333,39:51.0,41:21.0,51761.48467,NULL
FBO0023,1,5/3/2023,78.56722409,72,13.7,6440,52200,13.525,39:52.0,41:21.0,66439.91894,NULL
FBO0023,1,5/4/2023,92.2840117,72,13.7,4110,40000,7.7125,39:52.0,41:21.0,43344.45292,NULL
FBO0023,1,5/5/2023,84.57611914,72,13.7,5040,44800,8.629166667,39:52.0,41:21.0,52970.0351,NULL
FBO0023,1,5/6/2023,84.75224662,72,13.7,7070,62600,10.21666667,39:52.0,41:22.0,73862.34878,NULL
FBO0023,1,5/7/2023,86.4127057,72,13.7,6730,60300,12.20833333,39:52.0,41:22.0,69781.40484,NULL
FBO0023,1,5/8/2023,84.75094748,72,13.7,7050,61200,15.4,39:52.0,41:22.0,72211.58208,NULL
FBO0023,1,5/9/2023,83.78190119,72,13.7,7130,60900,16.61666667,39:52.0,41:22.0,72688.73006,NULL
FBO0023,1,5/10/2023,84.43152706,72,13.7,7130,61200,17.34166667,39:52.0,41:22.0,72484.77214,NULL
FBO0023,1,5/11/2023,84.9091794,72,13.7,7010,60300,18.2375,39:52.0,41:22.0,71017.05661,NULL
FBO0023,1,5/12/2023,83.39968254,72,13.7,7100,59600,19.9,39:52.0,41:22.0,71463.10176,NULL
FBO0023,1,5/13/2023,84.08875152,72,13.7,7080,59700,20.85,39:52.0,41:22.0,70996.41619,NULL
FBO0023,1,5/14/2023,82.43052479,72,13.7,6970,57400,21.79166667,39:52.0,41:22.0,69634.39836,NULL
FBO0023,1,5/15/2023,84.13048189,72,13.7,4180,35600,18.42916667,39:52.0,41:22.0,42315.22178,NULL
FBO0023,1,5/16/2023,102.0317542,72,13.7,720,7600,12.8,39:52.0,41:22.0,7448.661504,NULL
FBO0023,1,5/17/2023,70.46238702,72,13.7,1830,13500,9.654166667,39:52.0,41:22.0,19159.15792,NULL
FBO0023,1,5/18/2023,84.24293134,72,13.7,7280,62600,16.3,39:52.0,41:23.0,74308.90522,NULL
FBO0023,1,5/19/2023,84.03308557,72,13.7,7210,61500,17.7375,39:52.0,41:23.0,73185.45973,NULL
FBO0023,1,5/20/2023,86.6932203,72,13.7,6390,56200,17.87916667,39:52.0,41:23.0,64826.29184,NULL
FBO0023,1,5/21/2023,92.38178452,72,13.7,5430,50300,20.8625,39:52.0,41:23.0,54447.96316,NULL
FBO0023,1,5/22/2023,82.54588484,72,13.7,6700,54900,23.4125,39:52.0,41:23.0,66508.46388,NULL
FBO0023,1,5/23/2023,84.96321303,72,13.7,6770,57500,21.64166667,39:52.0,41:23.0,67676.34833,NULL
FBO0023,1,5/24/2023,82.85869869,72,13.7,7010,57400,24.5375,39:52.0,41:23.0,69274.56128,NULL
FBO0023,1,5/25/2023,89.79323606,72,13.7,5670,50900,21.61666667,39:52.0,41:23.0,56685.78418,NULL
FBO0023,1,5/26/2023,86.3102754,72,13.7,5160,45200,17.775,39:52.0,41:23.0,52369.19914,NULL
FBO0023,1,5/27/2023,88.91497847,72,13.7,6130,55200,18.32083333,39:52.0,41:23.0,62081.77852,NULL
FBO0023,1,5/28/2023,81.68016443,72,13.7,4590,38100,17.4375,39:52.0,41:23.0,46645.35174,NULL
FBO0023,1,5/29/2023,81.81720931,72,13.7,6650,54800,19.72916667,39:52.0,41:23.0,66978.5739,NULL
FBO0023,1,5/30/2023,84.62445227,72,13.7,7120,60500,20.5125,39:52.0,41:23.0,71492.33866,NULL
FBO0023,1,5/31/2023,84.42275897,72,13.7,5460,46300,20.425,39:52.0,41:24.0,54843.03115,NULL
FBO0023,1,6/1/2023,84.34881667,72,13.7,6080,52100,17.52083333,32:37.0,41:24.0,61767.31584,NULL
FBO0023,1,6/2/2023,98.9606887,72,13.7,4650,47000,16.1375,32:37.0,41:24.0,47493.60642,NULL
FBO0023,1,6/3/2023,82.96618537,72,13.7,7040,58600,20.72083333,32:37.0,41:24.0,70631.18515,NULL
FBO0023,1,6/4/2023,81.11280481,72,13.7,4280,35300,17.29166667,32:37.0,41:24.0,43519.6392,NULL
FBO0023,1,6/5/2023,90.8224649,72,13.7,5930,53900,21.35416667,32:37.0,41:24.0,59346.5505,NULL
FBO0023,1,6/6/2023,84.83061661,72,13.7,6880,57800,24,32:37.0,41:24.0,68135.77728,NULL
FBO0023,1,6/7/2023,85.20928277,72,13.7,6940,59100,21.70416667,32:37.0,41:24.0,69358.64038,NULL
FBO0023,1,6/8/2023,82.68023458,72,13.7,5960,49500,20.40833333,32:37.0,41:24.0,59869.20605,NULL
FBO0023,1,6/9/2023,84.29338857,72,13.7,7180,61000,19.55416667,32:37.0,41:24.0,72366.29234,NULL
FBO0023,1,6/10/2023,84.36176765,72,13.7,7130,60300,20.92083333,32:37.0,41:24.0,71477.87639,NULL
FBO0023,1,6/11/2023,84.85741394,72,13.7,7120,60600,20.79166667,32:37.0,41:24.0,71413.91328,NULL
FBO0023,1,6/12/2023,83.93156496,72,13.7,7210,60400,22.03333333,32:37.0,41:25.0,71963.39069,NULL
FBO0023,1,6/13/2023,84.45275157,72,13.7,7060,58900,24.62916667,32:37.0,41:25.0,69743.1391,NULL
FBO0023,1,6/14/2023,82.71372072,72,13.7,6780,54800,27.3375,32:37.0,41:25.0,66252.61145,NULL
FBO0023,1,6/15/2023,83.35669864,72,13.7,6790,55300,27.37083333,32:37.0,41:25.0,66341.39896,NULL
FBO0023,1,6/16/2023,80.99016768,72,13.7,6760,53300,28.2625,32:37.0,41:25.0,65810.45765,NULL
FBO0023,1,6/17/2023,81.78093727,72,13.7,5440,43600,26.61666667,32:37.0,41:25.0,53313.15763,NULL
FBO0023,1,6/18/2023,83.55621117,72,13.7,990,8400,17.63333333,32:37.0,41:25.0,10053.11261,NULL
FBO0023,1,6/19/2023,84.09456549,72,13.7,2290,19300,20.99583333,32:37.0,41:25.0,22950.35344,NULL
FBO0023,1,6/20/2023,101.4960397,72,13.7,3850,38400,25.9375,32:37.0,41:25.0,37833.9885,NULL
FBO0023,1,6/21/2023,85.70687858,72,13.7,6750,56800,26.1625,32:37.0,41:25.0,66272.3937,NULL
FBO0023,1,6/22/2023,86.31884429,72,13.7,5580,47400,25.58333333,32:37.0,41:25.0,54912.69072,NULL
FBO0023,1,6/23/2023,84.65304225,72,13.7,6410,53100,26.98333333,32:37.0,41:25.0,62726.6293,NULL
FBO0023,1,6/24/2023,82.59195342,72,13.7,7030,56800,27.0625,32:37.0,41:26.0,68771.83266,NULL
FBO0023,1,6/25/2023,82.69865052,72,13.7,6410,51800,27.3375,32:37.0,41:26.0,62637.05596,NULL
FBO0023,1,6/26/2023,84.97262475,72,13.7,6700,55900,26.14583333,32:37.0,41:26.0,65785.893,NULL
FBO0023,1,6/27/2023,84.13623218,72,13.7,7140,58800,26.925,32:37.0,41:26.0,69886.65701,NULL
FBO0023,1,6/28/2023,77.84350807,72,13.7,6920,52300,28.92916667,32:38.0,41:26.0,67186.07794,NULL
FBO0023,1,6/29/2023,86.00242244,72,13.7,6170,51500,29.02083333,32:38.0,41:26.0,59882.03418,NULL
FBO0023,1,6/30/2023,90.36158268,72,13.7,3150,28300,23.0125,32:38.0,41:26.0,31318.61922,NULL
FBO0023,1,7/1/2023,83.05727127,72,13.7,6050,49900,23.31666667,32:38.0,41:26.0,60079.02648,NULL
FBO0023,1,7/2/2023,88.73161498,72,13.7,850,7700,16.25,32:38.0,41:26.0,8677.854,NULL
FBO0023,1,7/3/2023,77.57583322,72,13.7,2940,23400,14.96666667,32:38.0,41:26.0,30164.03309,NULL
FBO0023,1,7/4/2023,74.54806624,72,13.7,5930,44600,19.3,32:38.0,41:26.0,59827.17226,NULL
FBO0023,1,7/5/2023,77.52045155,72,13.7,5670,43800,22.44166667,32:38.0,41:26.0,56501.21887,NULL
FBO0023,1,7/6/2023,80.90532812,72,13.7,4980,40500,20.2375,32:38.0,41:27.0,50058.50782,NULL
FBO0023,1,7/7/2023,78.22877144,72,13.7,3610,28500,19.225,32:38.0,41:27.0,36431.60882,NULL
FBO0023,1,7/8/2023,84.0925063,72,13.7,5000,41500,24.84583333,32:38.0,41:27.0,49350.414,NULL
FBO0023,1,7/9/2023,75.3258944,72,13.7,6790,50000,27.23333333,32:38.0,41:27.0,66378.23606,NULL
FBO0023,1,7/10/2023,86.29266835,72,13.7,6870,58700,24.04583333,32:38.0,41:27.0,68024.31901,NULL
FBO0023,1,7/11/2023,85.17532821,72,13.7,7030,59500,23.15416667,32:38.0,41:27.0,69855.90928,NULL
FBO0023,1,7/12/2023,84.24703106,72,13.7,4650,39100,22.0375,32:38.0,41:27.0,46411.13106,NULL
FBO0023,1,7/13/2023,81.35089283,72,13.7,5760,46700,22.40833333,32:38.0,41:27.0,57405.63917,NULL
FBO0023,1,7/14/2023,75.39835992,72,13.7,6850,51100,24.24166667,32:38.0,41:27.0,67773.35748,NULL
FBO0023,1,7/15/2023,81.8342838,72,13.7,6150,49800,24.2125,32:38.0,41:27.0,60854.69034,NULL
FBO0023,1,7/16/2023,77.91533997,72,13.7,2760,21600,20.42916667,32:38.0,41:27.0,27722.39717,NULL
FBO0023,1,7/17/2023,86.57566504,72,13.7,3850,33600,19.5125,32:38.0,41:27.0,38809.98198,NULL
FBO0023,1,7/18/2023,84.76702111,72,13.7,5140,43800,20.21666667,32:38.0,41:28.0,51671.03837,NULL
FBO0023,1,7/19/2023,89.88415466,72,13.7,4660,42100,20.25833333,32:38.0,41:28.0,46838.06635,NULL
FBO0023,1,7/20/2023,91.04826363,72,13.7,4730,43300,20.175,32:38.0,41:28.0,47557.1947,NULL
FBO0023,1,7/21/2023,88.06158229,72,13.7,5060,44600,21.32083333,32:38.0,41:28.0,50646.37591,NULL
FBO0023,1,7/22/2023,81.9076167,72,13.7,5620,46100,21.17916667,32:38.0,41:28.0,56282.92198,NULL
FBO0023,1,7/23/2023,90.27509817,72,13.7,4320,39200,20.24583333,32:38.0,41:28.0,43422.82733,NULL
FBO0023,1,7/24/2023,88.96319218,72,13.7,6270,55500,22.825,32:38.0,41:28.0,62385.35134,NULL
FBO0023,1,7/25/2023,85.03132753,72,13.7,2200,18800,20.29166667,32:38.0,41:28.0,22109.4984,NULL
FBO0023,1,7/26/2023,87.86077868,72,13.7,4010,35400,20.34583333,32:38.0,41:28.0,40291.01555,NULL
FBO0023,1,7/27/2023,78.23032532,72,13.7,6210,48600,21.45416667,32:38.0,41:28.0,62124.24632,NULL
FBO0023,1,7/28/2023,87.24934478,72,13.7,2410,21400,17.05833333,32:38.0,41:28.0,24527.40482,NULL
FBO0023,1,7/29/2023,85.12282734,72,13.7,6990,58900,24.1125,32:38.0,41:28.0,69194.13023,NULL
FBO0023,1,7/30/2023,83.34340975,72,13.7,4050,33800,21.20833333,32:38.0,41:29.0,40555.0962,NULL
FBO0023,1,7/31/2023,94.39909985,72,13.7,1150,11100,15.85416667,32:38.0,41:29.0,11758.5867,NULL
FBO0023,1,8/1/2023,71.2420122,72,13.7,5360,38200,21.45833333,32:38.0,41:29.0,53620.0464,NULL
FBO0023,1,8/2/2023,79.37027179,72,13.7,4730,37600,21.1625,32:38.0,41:29.0,47372.90065,NULL
FBO0023,1,8/3/2023,85.39293234,72,13.7,1000,8700,16.78333333,32:38.0,41:29.0,10188.1968,NULL
FBO0023,1,8/4/2023,70.70326407,72,13.7,4180,29600,21.15833333,32:38.0,41:29.0,41865.11102,NULL
FBO0023,1,8/5/2023,78.31038825,72,13.7,5840,45600,22.29166667,32:38.0,41:29.0,58229.8224,NULL
FBO0023,1,8/6/2023,76.09639221,72,13.7,1470,11400,16.70833333,32:38.0,41:29.0,14980.99932,NULL
FBO0023,1,8/7/2023,94.42099009,72,13.7,2640,24800,22.84583333,32:38.0,41:29.0,26265.34627,NULL
FBO0023,1,8/8/2023,84.92095706,72,13.7,1740,15100,16,32:38.0,41:29.0,17781.24096,NULL
FBO0023,1,8/9/2023,98.37342499,72,13.7,2730,27500,15.475,32:38.0,41:29.0,27954.70423,NULL
FBO0023,1,8/10/2023,81.39291939,72,13.7,1950,16300,14.7125,32:38.0,41:29.0,20026.31202,NULL
FBO0023,1,8/11/2023,86.74786328,72,13.7,4310,37800,18.7625,32:38.0,41:30.0,43574.56031,NULL
FBO0023,1,8/12/2023,94.58305886,72,13.7,2450,23500,17.975,32:38.0,41:30.0,24845.88708,NULL
FBO0023,1,8/13/2023,83.61605062,72,13.7,3420,28700,20.6375,32:38.0,41:30.0,34323.55366,NULL
FBO0023,1,8/14/2023,84.06638745,72,13.7,5050,42200,23.06666667,32:38.0,41:30.0,50198.42208,NULL
FBO0023,1,8/15/2023,78.38864178,72,13.7,4950,38600,22.875,32:38.0,41:30.0,49241.8278,NULL
FBO0023,1,8/16/2023,85.14634243,72,13.7,3660,31000,22.88333333,32:38.0,41:30.0,36407.90563,NULL
FBO0023,1,8/17/2023,75.2031489,72,13.7,5040,37400,24.9125,32:38.0,41:30.0,49731.9601,NULL
FBO0023,1,8/18/2023,78.88578437,72,13.7,2220,17700,18.84166667,32:38.0,41:30.0,22437.5027,NULL
FBO0023,1,8/19/2023,97.22906545,72,13.7,2340,22900,19.9,32:38.0,41:30.0,23552.6279,NULL
FBO0023,1,8/20/2023,80.84661554,72,13.7,940,7700,18.20416667,32:38.0,41:30.0,9524.208216,NULL
FBO0023,1,8/21/2023,85.48038678,72,13.7,3670,31300,22.12916667,32:38.0,41:30.0,36616.58677,NULL
