ValueTime,Ratio,SunRad,Temperature
2023-01-01,,,
2023-01-02,-64.47338895030157,-255.51470588235293,3.8738204656862743
2023-01-03,7.654972087322875,606.9078947368421,-4.933582001879698
2023-01-04,-22.98061971831789,-603.1578947368421,-1.523945279866335
2023-01-05,3.6792731347570733,9.23076923076923,0.5401709401709405
2023-01-06,5.551433270773476,52.197802197802204,-1.6545558608058593
2023-01-07,13.678727001086152,-40.17857142857143,4.187648809523809
2023-01-08,-29.11876883708473,-35.36764705882353,3.7271446078431385
2023-01-09,59.246245866146474,16.425339366515836,1.2088558500323194
2023-01-10,23.997775925944126,18.46153846153846,-1.423489010989011
2023-01-11,-75.37388682015956,-31.821862348178136,1.0010458839406202
2023-01-12,73.36350523046632,74.3859649122807,-0.5720593149540516
2023-01-13,-18.694880608077725,147.19298245614033,0.2636319966583116
2023-01-14,18.487650903741738,-177.19298245614033,0.3523600668337519
2023-01-15,-3.2468925061995293,303.8888888888889,-0.6031746031746024
2023-01-16,-7.943671378168602,467.5146198830409,-0.6460526315789483
2023-01-17,-66.73318581245584,-814.2105263157895,-0.706422305764411
2023-01-18,59.56310991208564,904.7368421052631,0.1698621553884716
2023-01-19,8.952423187438157,-101.05263157894728,-2.705670426065163
2023-01-20,-6.014735610119104,-652.6315789473684,0.3011904761904768
2023-01-21,17.36393381880056,-81.02339181286548,-0.8399244639376222
2023-01-22,-14.443287127140195,62.222222222222214,-2.6792328042328037
2023-01-23,-38.827469185576234,-56.66666666666666,-0.6633597883597897
2023-01-24,21.553073810878516,-41.40522875816995,5.991528555866792
2023-01-25,27.129229190624343,70.29411764705884,3.920008315826331
2023-01-26,-8.915468721730264,1001.8421052631579,-2.4459684367167913
2023-01-27,0.6779265493344155,260.52631578947376,-4.436476608187136
2023-01-28,8.33468521596788,-958.9473684210527,1.2016081871345037
2023-01-29,-1.2603675372036065,93.68421052631572,2.388084795321637
2023-01-30,-6.866089563716628,554.7368421052632,2.1018274853801167
2023-01-31,-6.453784338347248,710.5263157894738,-3.4985380116959064
2023-02-01,-21.978332071410627,-1604.7368421052633,-2.097076023391812
2023-02-02,-30.377246571738365,1041.578947368421,-0.766008771929824
2023-02-03,7.524158953143296,-142.10526315789457,-1.2918859649122822
2023-02-04,2.2213878775202147,762.1052631578943,0.00928362573099406
2023-02-05,3.405035727468345,-1562.5438596491224,-0.11375487329434719
2023-02-06,-1.600344141139722,1515.1754385964912,2.6960648148148154
2023-02-07,45.600958456833,-1639.967105263158,2.4519965277777778
2023-02-08,23.21699814167559,9.96710526315789,2.211015168128655
2023-02-09,-12.876040949983391,108.42105263157893,-2.2395467836257312
2023-02-10,-3.5324408397132316,1541.052631578947,0.5744152046783628
2023-02-11,-3.8181540899971793,-821.5789473684207,-2.523684210526316
2023-02-12,5.632459591297291,-132.63157894736855,0.3730263157894739
2023-02-13,-2.8233818628959284,743.684210526316,4.9785087719298255
2023-02-14,-1.559795465376638,577.3684210526314,1.765789473684209
2023-02-15,12.213021554236164,-1983.157894736842,-4.161505035737492
2023-02-16,-1.6752576999394222,116.84210526315792,0.296885152696555
2023-02-17,4.8009560054777864,26.842105263157862,1.0368421052631596
2023-02-18,-7.764790976786486,328.94736842105266,-1.5327485380116945
2023-02-19,-6.854416951646471,2221.0526315789475,-0.9515151515151532
2023-02-20,-43.61206878178826,-2387.8947368421054,-1.8971690590111638
2023-02-21,-15.162889956185651,-63.68421052631578,-0.7007309941520472
2023-02-22,9.965604176300722,778.9473684210525,0.7046052631578948
2023-02-23,-15.712946751368886,-773.719298245614,0.238260233918129
2023-02-24,5.19626855103099,73.22222222222223,0.6699999999999999
2023-02-25,-4.266071205080149,156.66666666666663,-2.2131944444444445
2023-02-26,12.87082624885507,888.5672514619885,0.9879020467836254
2023-02-27,36.627552934082416,829.473684210526,6.381359649122803
2023-02-28,21.940225623220854,34.73684210526335,-0.19551435406698303
2023-03-01,-6.041353811996544,737.3684210526321,1.7533293460925012
2023-03-02,-2.421497625842136,-391.5789473684217,-0.6968102073365214
2023-03-03,-2.867913509066156,-1141.578947368421,-2.350438596491225
2023-03-04,8.22023152904167,720.5263157894744,-3.5742623604465713
2023-03-05,0.9981875002391831,44.210526315788684,-0.03847687400318933
2023-03-06,-32.03936974624314,-637.3684210526314,-2.532097288676237
2023-03-07,30.09764611040262,-147.36842105263167,-0.3834330143540656
2023-03-08,-76.56157218679982,-1238.825910931174,0.27231014599435377
2023-03-09,16.129659425029487,1836.2820512820513,-0.4553710178710162
2023-03-10,-0.19617883386314006,-259.5614035087717,2.8106127060074435
2023-03-11,14.270185683703868,314.5614035087717,-1.9412734804182183
2023-03-12,4.662647383821287,1810.1754385964914,1.5699754801728487
2023-03-13,3.3029721480847343,-3344.7368421052633,-0.8600417126732915
2023-03-14,31.508336891981138,612.1052631578947,6.106140350877193
2023-03-15,5.200183061589499,3127.894736842106,-1.3616228070175431
2023-03-16,-1.0872101575328799,-14.210526315790048,1.0335188933873196
2023-03-17,2.0952686880871028,-3094.736842105263,-2.51491228070176
2023-03-18,2.192553976927215,-982.6315789473683,1.2881916329284757
2023-03-19,4.7417955223734936,839.4736842105262,3.3036268556005375
2023-03-20,-2.158877328029803,-519.4736842105264,-2.4368083670715235
2023-03-21,-0.9127953166035212,2373.684210526316,2.3213056680161994
2023-03-22,1.7540937371262402,-1892.1052631578948,0.3557354925775922
2023-03-23,-5.459838123894926,2854.0058479532163,3.7018724696356333
2023-03-24,3.6631714370883373,-3193.888888888889,-3.9018696581196632
